label,kind,window,start,end,is_baseline,feasible,cost_bps,cash_yield,data_dir,params.score,avg_misallocation,max_misallocation,avg_asset_deviation,max_asset_deviation,final_value,total_contributed,net_profit,net_profit_pct,cagr,xirr,sharpe,volatility,sortino,calmar,max_drawdown,max_drawdown_days,best_year,best_year_return,worst_year,worst_year_return,traded_value,total_fees,turnover,fee_drag,exposure.AGG.avg,exposure.AGG.min,exposure.EEM.avg,exposure.EEM.min,exposure.EFA.avg,exposure.EFA.min,exposure.IEF.avg,exposure.IEF.min,exposure.LQD.avg,exposure.LQD.min,exposure.SHY.avg,exposure.SHY.min,exposure.SPY.avg,exposure.SPY.min
SPY25/EFA25/EEM25/AGG25,sens,sens_2015-01-05,2015-01-05,2020-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00800837,0.02052338,0.00509222,0.01399966,50218.15967090,40000.00000000,10218.15967090,0.25545399,0.06557016,0.07370386,0.65248698,0.10600608,0.90354640,0.37525674,-0.17473412,659,2017,0.20878997,2018,-0.08610356,50436.82337364,4.68068762,0.18067529,0.00011702,0.24831481,0.24386040,0.24933482,0.24733032,0.24911951,0.24631562,,,,,,,0.24522055,0.23600034
SPY60/AGG40,sens,sens_2015-01-05,2015-01-05,2020-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00665858,0.02023584,0.00488208,0.01697325,52991.66940711,40000.00000000,12991.66940711,0.32479174,0.08167754,0.09125433,1.05306398,0.07744395,1.48270769,0.72332056,-0.11292025,179,2019,0.21454155,2018,-0.02688903,46952.85027463,4.00105052,0.16393019,0.00010003,0.39784711,0.39198291,,,,,,,,,,,0.59549265,0.58302675
SPY benchmark,sens,sens_2015-01-05,2015-01-05,2020-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00382762,0.01320083,0.00382889,0.01320188,59441.27275406,40000.00000000,19441.27275406,0.48603182,0.11686189,0.12896707,0.89463541,0.13360211,1.24787435,0.60289987,-0.19383301,204,2019,0.30821065,2018,-0.04793330,39874.05988105,2.79118419,0.12963557,0.00006978,,,,,,,,,,,,,0.99617111,0.98679812
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2015-07-06,2015-07-06,2020-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00197610,0.00837897,0.00204620,0.00846138,52284.09453453,40000.00000000,12284.09453453,0.30710236,0.08040175,0.08697286,0.88315194,0.09239909,1.25160127,0.84202762,-0.09548589,112,2017,0.13388288,2015,-0.00003543,2424605.76265427,265.80913508,8.40025913,0.00664523,0.00000000,0.00000000,0.21294898,0.00000000,0.04915065,0.00000000,0.21266851,0.00000000,0.21273564,0.00000000,0.21261855,0.00000000,0.09783147,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2015-07-06,2015-07-06,2020-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00173855,0.00711563,0.00177631,0.00711758,57163.62263098,40000.00000000,17163.62263098,0.42909057,0.10975174,0.11625199,1.31416391,0.08178805,1.91032955,1.66564858,-0.06589130,311,2017,0.18279605,2015,-0.00084480,1404300.66580778,148.82283803,4.59676576,0.00372057,0.00000000,0.00000000,0.18020436,0.00000000,0.00000000,0.00000000,0.24542719,0.00000000,0.17997578,0.00000000,0.24542037,0.00000000,0.14719599,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2015-07-06,2015-07-06,2020-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00852750,0.01666748,0.00513514,0.01418804,47538.88365119,40000.00000000,7538.88365119,0.18847209,0.05222702,0.05593619,0.42986785,0.14209063,0.57142715,0.20364278,-0.25646389,,2017,0.20856214,2018,-0.08563984,52835.00739786,4.94779796,0.19006529,0.00012369,0.24820988,0.24293278,0.24930933,0.24767557,0.24889442,0.24740529,,,,,,,0.24505687,0.23581196
SPY60/AGG40,sens,sens_2015-07-06,2015-07-06,2020-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00627335,0.02173244,0.00455042,0.01549123,52078.04781723,40000.00000000,12078.04781723,0.30195120,0.08028668,0.08568117,0.73859147,0.11328488,1.00046714,0.37167674,-0.21601213,,2019,0.21390265,2018,-0.02766101,51419.06371312,4.39069490,0.17794191,0.00010977,0.39800954,0.39363832,,,,,,,,,,,0.59571539,0.58450877
SPY benchmark,sens,sens_2015-07-06,2015-07-06,2020-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00415058,0.01469591,0.00415184,0.01469694,55750.26941665,40000.00000000,15750.26941665,0.39375674,0.10444333,0.10801829,0.61870231,0.18987379,0.84786384,0.30942092,-0.33754451,,2019,0.30794819,2018,-0.04791782,39865.36701110,2.79057569,0.12904449,0.00006976,,,,,,,,,,,,,0.99584816,0.98530306
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2016-01-04,2016-01-04,2020-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00171536,0.00765065,0.00178584,0.00773389,55318.80205003,39500.00000000,15818.80205003,0.40047600,0.10107730,0.10846581,0.97024405,0.10491666,1.38721208,1.05902918,-0.09544335,112,2020,0.14876857,2016,0.04876144,2487068.57107459,265.93720743,8.38123675,0.00673259,0.00000000,0.00000000,0.24975751,0.00000000,0.06661322,0.00000000,0.16628918,0.00000000,0.19951162,0.00000000,0.21637065,0.00000000,0.09967197,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2016-01-04,2016-01-04,2020-12-31,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00176293,0.00761525,0.00180629,0.00766487,60950.85587816,39500.00000000,21450.85587816,0.54305964,0.13418022,0.14017797,1.35539624,0.09632808,1.93692047,1.41377183,-0.09490939,106,2020,0.19284268,2018,0.07461442,1666528.27008736,174.56057394,5.29494775,0.00441926,0.00000000,0.00000000,0.21650267,0.00000000,0.00000000,0.00000000,0.16632144,0.00000000,0.19956715,0.00000000,0.23311473,0.00000000,0.18268773,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00782251,0.01928048,0.00457587,0.01524265,54467.90374530,39500.00000000,14967.90374530,0.37893427,0.09961956,0.10341880,0.74908096,0.13995611,1.00289059,0.38898321,-0.25610246,208,2017,0.20848418,2018,-0.08587312,52588.64004696,4.94281155,0.18063630,0.00012513,0.24833605,0.24375020,0.24925163,0.24761178,0.24894191,0.24679577,,,,,,,0.24564591,0.23475735
SPY60/AGG40,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00662996,0.01936807,0.00483164,0.01445746,56359.09717333,39500.00000000,16859.09717333,0.42681259,0.10769325,0.11453997,0.96353932,0.11278482,1.30973679,0.49785931,-0.21631261,152,2019,0.21385297,2018,-0.02730991,52853.22860937,4.51042643,0.17752396,0.00011419,0.39793602,0.39305156,,,,,,,,,,,0.59543226,0.58554254
SPY benchmark,sens,sens_2016-01-04,2016-01-04,2020-12-31,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00438019,0.01116430,0.00438144,0.01116527,64313.55190754,39500.00000000,24813.55190754,0.62819119,0.15077401,0.15785704,0.84098770,0.18818934,1.15589326,0.44653035,-0.33765679,173,2019,0.30809701,2018,-0.04781253,39443.59218216,2.76105145,0.12267662,0.00006990,,,,,,,,,,,,,0.99561856,0.98883473
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00171936,0.00799395,0.00179082,0.00807684,57482.94858127,40000.00000000,17482.94858127,0.43707371,0.11179227,0.11810368,1.07695247,0.10336403,1.55266179,1.17756529,-0.09493509,171,2020,0.14883430,2016,0.02523842,2550923.21391213,273.85782004,8.41945039,0.00684645,0.00000000,0.00000000,0.22928653,0.00000000,0.06547462,0.00000000,0.13098895,0.00000000,0.21264360,0.00000000,0.24555541,0.00000000,0.11426008,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2016-07-05,2016-07-05,2021-07-02,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00165702,0.01387772,0.00170560,0.01396029,59976.42270394,40000.00000000,19976.42270394,0.49941057,0.12399457,0.13211160,1.18928174,0.10273193,1.68896887,1.31084332,-0.09459145,106,2020,0.19309363,2016,-0.00293505,1873529.64276889,202.74588516,5.93891635,0.00506865,0.00000000,0.00000000,0.24573732,0.00000000,0.00000000,0.00000000,0.11460401,0.00000000,0.17988459,0.00000000,0.27838559,0.00000000,0.17968289,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2016-07-05,2016-07-05,2021-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00884598,0.02576881,0.00523107,0.01433663,56570.72081759,40000.00000000,16570.72081759,0.41426802,0.10744061,0.11283808,0.82039379,0.13571257,1.09949531,0.42009483,-0.25575323,208,2017,0.20782105,2018,-0.08529063,53798.69474324,5.04184371,0.18265695,0.00012605,0.24804872,0.24268742,0.24919090,0.24753116,0.24884774,0.24604301,,,,,,,0.24506470,0.23566337
SPY60/AGG40,sens,sens_2016-07-05,2016-07-05,2021-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00706216,0.02094778,0.00546632,0.01805967,58919.57041136,40000.00000000,18919.57041136,0.47298926,0.11584766,0.12624136,1.03384519,0.11214091,1.40604068,0.53684241,-0.21579454,152,2019,0.21410098,2018,-0.02734670,54626.70253259,4.65733643,0.18150152,0.00011643,0.39814860,0.39278876,,,,,,,,,,,0.59478746,0.58194033
SPY benchmark,sens,sens_2016-07-05,2016-07-05,2021-07-02,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00428837,0.01794132,0.00428959,0.01797569,70801.76735332,40000.00000000,30801.76735332,0.77004418,0.17586286,0.18731559,0.96389823,0.18618663,1.32910053,0.52185180,-0.33699771,173,2019,0.30761491,2018,-0.04840182,39646.81537657,2.77527708,0.12020701,0.00006938,,,,,,,,,,,,,0.99571041,0.98202431
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00203100,0.01726735,0.00210934,0.01734928,51785.08359355,40000.00000000,11785.08359355,0.29462709,0.09222670,0.08366295,0.94237802,0.09887785,1.35253222,0.97164991,-0.09491762,171,2020,0.14874555,2022,-0.01062878,2813159.09607213,305.13719223,9.16994445,0.00762843,0.00000000,0.00000000,0.18011397,0.00000000,0.06544687,0.00000000,0.14728093,0.00000000,0.24547862,0.00000000,0.22909520,0.00000000,0.13047507,0.00000000
ROT SPY+EFA+EEM+AGG top1 1-3-6-12U can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2017-01-03,2017-01-03,2022-01-03,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,1-3-6-12U,0.00193842,0.01726735,0.00198617,0.01734928,57386.35733691,40000.00000000,17386.35733691,0.43465893,0.12331757,0.11728956,1.24124327,0.09761140,1.76402739,1.30614719,-0.09441323,106,2020,0.19336759,2022,-0.00116890,1945480.96556677,211.66853388,5.97503508,0.00529171,0.00000000,0.00000000,0.19657147,0.00000000,0.00000000,0.00000000,0.11458901,0.00000000,0.19647124,0.00000000,0.27808225,0.00000000,0.21229985,0.00000000
SPY25/EFA25/EEM25/AGG25,sens,sens_2017-01-03,2017-01-03,2022-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00894122,0.02007300,0.00540038,0.01402480,54297.94566548,40000.00000000,14297.94566548,0.35744864,0.09846611,0.09914767,0.76314840,0.13525025,1.02024926,0.38592878,-0.25514061,208,2017,0.19964982,2018,-0.08515450,53071.89904853,5.00351368,0.17857617,0.00012509,0.24829523,0.24439176,0.24913932,0.24789203,0.24887613,0.24628110,,,,,,,0.24474613,0.23597520
SPY60/AGG40,sens,sens_2017-01-03,2017-01-03,2022-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00623454,0.01689634,0.00501201,0.01273079,59497.64904556,40000.00000000,19497.64904556,0.48744123,0.12014651,0.12917782,1.06329185,0.11281401,1.44829555,0.56021892,-0.21446350,152,2019,0.21415972,2018,-0.02723452,52521.56564287,4.51219267,0.17072653,0.00011280,0.39838473,0.39443484,,,,,,,,,,,0.59537899,0.58726921
SPY benchmark,sens,sens_2017-01-03,2017-01-03,2022-01-03,true,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,,0.00468473,0.01698335,0.00468596,0.01698468,72418.68531396,40000.00000000,32418.68531396,0.81046713,0.17924495,0.19446028,0.97214809,0.18806899,1.34124968,0.53135831,-0.33733348,173,2019,0.30750436,2018,-0.04757823,39723.78785113,2.78066515,0.11821748,0.00006952,,,,,,,,,,,,,0.99531404,0.98301532
ROT SPY+EFA+EEM+AGG top1 13612W can SPY+EFA+EEM+AGG/1 fb best(LQD+IEF+SHY),sens,sens_2017-07-03,2017-07-03,2022-07-01,false,true,"{""*"": 6, ""ACWX"": 3, ""AGG"": 1, ""BIL"": 1, ""BND"": 1.5, ""BTAL"": 6, ""DBC"": 3, ""DBMF"": 3, ""EEM"": 1, ""EFA"": 1, ""IEF"": 1, ""IWM"": 1, ""KMLM"": 6, ""LQD"": 1.5, ""QQQ"": 1, ""SCZ"": 5, ""SHY"": 1, ""SPY"": 0.7, ""TIP"": 2, ""TLT"": 1, ""TQQQ"": 1.5, ""VEA"": 1.5, ""VEU"": 2, ""VNQ"": 1.5, ""VTI"": 1, ""VWO"": 2}",0.03000000,tests/data/2026-08-24-net15,13612W,0.00181231,0.01053858,0.00188668,0.01064643,47341.13911988,40000.00000000,7341.13911988,0.18352848,0.07234558,0.05461723,0.76554908,0.09749275,1.09145833,0.55434118,-0.13050732,,2020,0.14858259,2022,-0.05609472,2445526.55486814,267.79468352,8.16768605,0.00669487,0.00000000,0.00000000,0.18012748,0.00000000,0.03275777,0.00000000,0.14730344,0.00000000,0.24550705,0.00000000,0.27821790,0.00000000,0.11419968,0.00000000
